Longitude Latitude Value
 -93.09631601  27.78367391  0.00021 
 -93.12113085  27.78323778  0.00291 
 -93.13709345  27.77636794  0.00021 
 -93.16397290  27.76443274  0.00032 
 -93.15823684  27.74700858  0.00117 
 -93.15284650  27.72871477  0.00016 
 -93.15161523  27.72245707  0.00017 
 -93.15239395  27.67453912  0.00061 
 -93.14817117  27.66154172  0.00015 
 -93.12121984  27.54576640  0.00011 
 -93.11615101  27.50904278  0.00010 
 -93.14555566  27.65200653  0.00015 
 -93.14144483  27.62703965  0.00012 
 -93.13861981  27.60279276  0.00571 
 -93.13115833  27.57947675  0.00011 
 -93.12418838  27.56086836  0.00011 
 -93.20822124  27.50336903  0.00012 
 -93.15669274  27.50768209  0.00010 
 -93.24539339  27.51834191  0.00011 
 -93.33594103  27.52172888  0.00017 
 -93.41823233  27.50621931  0.00014 
 -93.50243743  27.50318723  0.00014 
 -93.50348677  27.52127608  0.00018 
 -93.51911546  27.54767865  0.00020 
 -93.50463188  27.60903392  0.00017 
 -93.19412927  27.50594133  0.00010 
 -93.17641239  27.51053792  0.00011 
 -93.16208494  27.50809271  0.00009 
 -93.51107558  27.61512843  0.00019 
 -93.62896550  27.55529491  0.00019 
 -93.63730212  27.48853285  0.00020 
 -93.49892330  27.66781522  0.00017 
 -93.56004049  27.70925686  0.00027 
 -93.61266635  27.70869987  0.00018 
 -93.61142348  27.62702675  0.00018 
 -93.64660295  27.42490004  0.00021 
 -93.66155734  27.42701344  0.00021 
 -93.68640111  27.41540211  0.00030 
 -93.72279865  27.40778422  0.00018 
 -93.72447487  27.39311919  0.00017 
 -93.72721048  27.37988460  0.00015 
 -93.71027291  27.30896827  0.00013 
 -93.68538822  27.23786352  0.00011 
 -93.65385466  27.20911064  0.00012 
 -93.66073192  27.20748478  0.00011 
 -93.73282680  27.21090483  0.00010 
 -93.79542454  27.18194204  0.00010 
 -93.82166990  27.17105031  0.00011 
 -93.77175847  27.19683220  0.00011 
 -93.77525390  27.19595327  0.00010 
 -93.86865426  27.12499460  0.00010 
 -93.88247702  27.16481742  0.00011 
 -93.88009736  27.19116691  0.00017 
 -93.87758749  27.21531603  0.00037 
 -93.87300477  27.23915862  0.00012 
 -93.87858519  27.25667947  0.00166 
 -93.87448918  27.29735423  0.00591 
 -93.87566570  27.33876917  0.00011 
 -93.87303236  27.36182023  0.00014 
 -93.88466439  27.39710014  0.00011 
 -93.91298927  27.44467575  0.00016 
 -93.89951981  27.47903703  0.00010 
 -93.88167136  27.49704802  0.00011 
 -93.87537773  27.54493093  0.00013 
 -93.89328197  27.54046545  0.00011 
 -93.89601026  27.53952444  0.00011 
 -93.89794425  27.53904325  0.00012 
 -93.94054436  27.53978970  0.00011 
 -93.91460506  27.56890199  0.00011 
 -93.89160488  27.59070296  0.00011 
 -93.89103519  27.59366788  0.00011 
 -93.79764495  27.68049062  0.00011 
 -93.82699254  27.67981597  0.00011 
 -93.84899731  27.63654473  0.00011 
 -93.78715786  27.66807269  0.00012 
 -93.74842120  27.68352535  0.00011 
 -93.74301183  27.68625156  0.00022 
 -93.82318500  27.64720657  0.00011 
 -93.83710611  27.64104739  0.00011 
 -93.83243040  27.67246814  0.00011 
 -93.84282234  27.72075562  0.00011 
 -93.86186004  27.80220902  0.00014 
 -93.83038913  27.85242238  0.00015 
 -93.83148750  27.86566744  0.00015 
 -93.83768078  27.87601761  0.00015 
 -93.83842375  27.87706783  0.00014 
 -93.83951924  27.87858992  0.00015 
 -93.84112955  27.88087118  0.00016 
 -93.84222179  27.88265385  0.00015 
 -93.80977842  27.90079024  0.00026 
 -93.81094932  27.90133337  0.00025 
 -93.81575055  27.90377013  0.00035 
 -93.83587014  27.91385732  0.00027 
 -93.87650275  27.93558229  0.00025 
 -93.88428055  27.93659164  0.00024 
 -93.90446937  27.89865862  0.00015 
 -93.91521438  27.87918909  0.00014 
 -93.90026064  27.85419115  0.00047 
 -93.90304674  27.84238674  0.00017 
 -93.90680233  27.84816664  0.00016 
 -93.90810829  27.85022481  0.00017 
 -93.91399622  27.86124709  0.00017 
 -93.91507276  27.86341358  0.00020 
 -93.90577938  27.87549660  0.00022 
 -93.90585803  27.87163158  0.00016 
 -93.90649660  27.86642175  0.00014 
 -93.90715687  27.86126978  0.00030 
 -93.90893190  27.85256183  0.00016 
 -93.90950740  27.84796054  0.00021 
 -93.91262880  27.83446153  0.00022 
 -93.92329041  27.82464453  0.00019 
 -93.92533612  27.82171866  0.00435 
 -93.98551613  27.79546578  0.00027 
 -93.99775302  27.78127862  0.00018 
 -94.05846197  27.89098323  0.00014 
 -94.11499613  27.91625590  0.00012 
 -94.14316294  27.95974925  0.00021 
 -94.12618167  27.97040297  0.00031 
 -94.09413229  27.97196539  0.00030 
 -93.99918470  27.79904738  0.00021 
 -94.09535870  27.97063604  0.00028 
 -94.12537164  27.93517795  0.00017 
 -94.14183120  27.94619108  0.00020 
 -94.00224440  27.84140443  0.00019 
 -94.02425946  27.86910074  0.00013 
 -94.04768794  27.88518617  0.00011 
 -94.15840440  27.94257902  0.00022 
 -94.18094759  27.92188478  0.00057 
 -94.24206808  27.81159062  0.00015 
 -94.18226062  27.92104109  0.00017 
 -94.21218383  27.89883736  0.00015 
 -94.21364634  27.85980549  0.00017 
 -94.24865234  27.85353301  0.00017 
 -94.24396855  27.76434904  0.00015 
 -94.24598959  27.74856113  0.00016 
 -94.24724177  27.71689754  0.00014 
 -94.25189285  27.70458659  0.00015 
